activity,timestamp,rental,inventory,customer,staff,inspection,invoice,store,lifecycle
pay_invoice,2020-01-02 08:27:54.418360,[1119],EMPTY,15,EMPTY,EMPTY,[1693],1,complete
cancel_inventory,2020-01-02 08:27:54.418360,[1081],[112],51,EMPTY,EMPTY,EMPTY,2,complete
cancel_inventory,2020-01-02 08:27:54.418360,[1122],[27],46,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 08:27:54.418360,[1102],[122],45,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 08:27:54.418360,[1110],[85],30,16,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 08:27:54.418360,[1176],EMPTY,64,EMPTY,EMPTY,[1677],1,complete
create_invoice,2020-01-02 08:28:36.278825,[1165],EMPTY,EMPTY,16,EMPTY,[1695],2,complete
confirm_invoice,2020-01-02 08:29:18.139290,"[978, 972, 1133]",EMPTY,EMPTY,20,EMPTY,"[1622, 1653, 1654]",5,complete
create_invoice,2020-01-02 08:30:41.860220,"[1189, 1172, 1157, 1167]",EMPTY,EMPTY,7,EMPTY,"[1696, 1697, 1698, 1699]",6,complete
confirm_invoice,2020-01-02 08:32:05.581150,"[1176, 1170, 1062, 1119]",EMPTY,EMPTY,6,EMPTY,"[1667, 1670, 1677, 1693]",1,complete
create_invoice,2020-01-02 08:32:47.441615,"[1185, 1188, 1183]",EMPTY,EMPTY,14,EMPTY,"[1700, 1701, 1702]",7,complete
lend_inventory,2020-01-02 08:33:29.302080,[1083],"[40, 150]",65,16,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 08:33:29.302080,[1122],[4],46,13,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 08:33:29.302080,[1195],[16],66,EMPTY,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 08:33:29.302080,[1155],[19],23,16,EMPTY,EMPTY,2,complete
return_inventory,2020-01-02 08:33:29.302080,[1123],[16],17,3,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 08:33:29.302080,[1194],[161],75,EMPTY,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-02 08:33:29.302080,[1113],"[49, 87]",25,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:33:29.302080,[1099],EMPTY,72,EMPTY,EMPTY,[1628],2,complete
create_rental,2020-01-02 08:33:29.302080,[1193],"[120, 162]",58,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-02 08:33:29.302080,"[1114, 1107]","[96, 35, 75, 28]",18,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:33:29.302080,[1186],EMPTY,26,EMPTY,EMPTY,[1694],5,complete
lend_inventory,2020-01-02 08:33:29.302080,[1137],"[83, 29]",4,18,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:33:29.302080,[1157],EMPTY,69,EMPTY,EMPTY,[1696],6,complete
cancel_inventory,2020-01-02 08:33:29.302080,[1079],[162],37,EMPTY,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 08:33:29.302080,"[1081, 1147]","[124, 103]",51,16,EMPTY,EMPTY,2,complete
return_inventory,2020-01-02 08:33:29.302080,[1132],[38],52,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 08:33:29.302080,[1101],[44],13,9,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 08:33:29.302080,"[1152, 1130]",EMPTY,49,EMPTY,EMPTY,"[1683, 1685]",7,complete
return_inventory,2020-01-02 08:33:29.302080,[1100],[102],59,3,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 08:33:29.302080,[973],"[161, 14]",47,5,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 08:33:29.302080,[1192],[33],38,EMPTY,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 08:33:29.302080,[1115],"[8, 70]",9,16,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 08:33:29.302080,[1191],"[27, 93]",39,EMPTY,EMPTY,EMPTY,4,complete
create_invoice,2020-01-02 08:36:16.743940,"[1187, 1180, 1190, 1191]",EMPTY,EMPTY,4,EMPTY,"[1703, 1704, 1705, 1706]",4,complete
create_invoice,2020-01-02 08:36:58.604405,"[1192, 1195]",EMPTY,EMPTY,19,EMPTY,"[1707, 1708]",3,complete
create_invoice,2020-01-02 08:37:40.464870,[1194],EMPTY,EMPTY,20,EMPTY,[1709],5,complete
return_inventory,2020-01-02 08:39:04.185800,[1137],"[83, 29]",4,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 08:39:04.185800,[1200],"[96, 36]",32,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:39:04.185800,[1177],EMPTY,1,EMPTY,EMPTY,[1678],1,complete
return_inventory,2020-01-02 08:39:04.185800,[1113],"[49, 87]",25,4,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 08:39:04.185800,"[1081, 1147]","[124, 103]",51,2,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 08:39:04.185800,[1070],[1],44,16,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 08:39:04.185800,[1194],EMPTY,75,EMPTY,EMPTY,[1709],5,complete
create_rental,2020-01-02 08:39:04.185800,[1199],"[43, 139]",41,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 08:39:04.185800,"[1160, 1154]","[2, 86, 143]",39,4,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 08:39:04.185800,[1122],[4],46,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 08:39:04.185800,[1198],[11],53,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:39:04.185800,[1167],EMPTY,34,EMPTY,EMPTY,[1697],6,complete
pay_invoice,2020-01-02 08:39:04.185800,[1183],EMPTY,35,EMPTY,EMPTY,[1700],7,complete
create_rental,2020-01-02 08:39:04.185800,[1197],[14],61,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 08:39:04.185800,"[1159, 1111]",EMPTY,70,EMPTY,EMPTY,"[1681, 1687]",7,complete
return_inventory,2020-01-02 08:39:04.185800,"[1064, 1094]","[139, 55, 92, 21]",62,6,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 08:39:04.185800,"[1140, 1117]","[79, 78]",58,16,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 08:39:04.185800,[1164],EMPTY,40,EMPTY,EMPTY,[1675],5,complete
return_inventory,2020-01-02 08:39:04.185800,"[1128, 1135]","[36, 113, 13]",74,4,EMPTY,EMPTY,4,complete
cancel_inventory,2020-01-02 08:39:04.185800,[1103],[11],11,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:39:04.185800,[1104],EMPTY,63,EMPTY,EMPTY,[1679],7,complete
create_rental,2020-01-02 08:39:04.185800,[1196],"[35, 75]",60,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:39:04.185800,[1192],EMPTY,38,EMPTY,EMPTY,[1707],3,complete
inspect_inventories,2020-01-02 08:40:27.906730,"[1122, 1128, 1135, 1137, 1107, 1113, 1114]","[96, 35, 75, 28, 36, 113, 13, 4, 49, 87, 83, 29]",EMPTY,18,"[1337, 1338, 1339, 1340, 1342, 1343, 1344, 1349, 1352, 1353, 1354, 1355]",EMPTY,4,start
create_invoice,2020-01-02 08:41:27.906730,"[1128, 1135, 1137, 1107, 1113, 1114]",EMPTY,EMPTY,18,EMPTY,"[1710, 1711, 1712, 1713, 1714, 1715]",4,complete
confirm_rental,2020-01-02 08:41:51.627660,"[1116, 1120, 1121, 1125, 1133, 1134, 1138, 1139, 1148, 1163]",EMPTY,EMPTY,20,EMPTY,EMPTY,5,complete
confirm_rental,2020-01-02 08:42:33.488125,"[1105, 1149, 1156, 1179]",EMPTY,EMPTY,14,EMPTY,EMPTY,7,complete
inspect_inventories,2020-01-02 08:43:15.348590,"[1058, 1123, 1060, 1063, 1034, 1068, 1132, 1102, 1100, 1047, 1049, 1050, 1054, 1055]","[3, 140, 16, 33, 38, 46, 152, 128, 141, 137, 157, 17, 148, 42, 61, 105, 108, 122, 38, 102, 16]",EMPTY,19,"[1249, 1250, 1251, 1258, 1259, 1277, 1278, 1279, 1280, 1284, 1285, 1286, 1287, 1313, 1314, 1319, 1320, 1330, 1335, 1336, 1341]",EMPTY,3,start
create_invoice,2020-01-02 08:43:57.209055,[1193],EMPTY,EMPTY,16,EMPTY,[1722],2,complete
create_invoice,2020-01-02 08:44:15.348590,"[1060, 1034, 1068, 1132, 1102, 1054]",EMPTY,EMPTY,3,EMPTY,"[1716, 1717, 1718, 1719, 1720, 1721]",3,complete
pay_invoice,2020-01-02 08:44:39.069520,"[1137, 1180]",EMPTY,4,EMPTY,EMPTY,"[1703, 1715]",4,complete
create_rental,2020-01-02 08:44:39.069520,[1206],"[28, 13]",25,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:44:39.069520,[1060],EMPTY,31,EMPTY,EMPTY,[1718],3,complete
create_rental,2020-01-02 08:44:39.069520,[1205],"[32, 145]",14,EMPTY,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 08:44:39.069520,[1179],[32],7,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 08:44:39.069520,[1191],EMPTY,39,EMPTY,EMPTY,[1706],4,complete
cancel_inventory,2020-01-02 08:44:39.069520,[1080],[73],69,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 08:44:39.069520,"[1195, 1158]",EMPTY,66,EMPTY,EMPTY,"[1646, 1708]",3,complete
pay_invoice,2020-01-02 08:44:39.069520,"[1107, 1187, 1114]",EMPTY,18,EMPTY,EMPTY,"[1704, 1710, 1712]",4,complete
create_rental,2020-01-02 08:44:39.069520,[1204],"[130, 18]",20,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 08:44:39.069520,[1101],[44],13,6,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-02 08:44:39.069520,[1105],[145],21,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 08:44:39.069520,[1203],[66],47,EMPTY,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 08:44:39.069520,"[1185, 1188, 1166, 1171, 1175]",EMPTY,56,EMPTY,EMPTY,"[1688, 1689, 1690, 1701, 1702]",7,complete
create_rental,2020-01-02 08:44:39.069520,[1202],"[113, 87]",53,EMPTY,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-02 08:44:39.069520,[1156],"[48, 65]",28,14,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 08:44:39.069520,"[1034, 1102]",EMPTY,45,EMPTY,EMPTY,"[1716, 1720]",3,complete
cancel_inventory,2020-01-02 08:44:39.069520,[1138],[66],12,EMPTY,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-02 08:44:39.069520,"[1125, 1134]","[12, 84, 58, 163]",26,20,EMPTY,EMPTY,5,complete
return_inventory,2020-01-02 08:44:39.069520,"[1145, 1108]","[130, 68, 18, 126]",48,6,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 08:44:39.069520,[1201],"[124, 103]",9,EMPTY,EMPTY,EMPTY,2,complete
inspect_inventories,2020-01-02 08:45:20.929985,"[1089, 1094, 1064, 1069, 1101, 1073, 1108, 1048, 1145]","[106, 94, 126, 114, 10, 43, 139, 55, 92, 21, 130, 68, 18, 126, 44]",EMPTY,9,"[1288, 1289, 1290, 1317, 1331, 1332, 1345, 1346, 1347, 1348, 1356, 1357, 1358, 1359, 1360]",EMPTY,6,start
create_invoice,2020-01-02 08:46:20.929985,"[1089, 1094, 1064, 1069, 1073, 1048]",EMPTY,EMPTY,7,EMPTY,"[1723, 1724, 1725, 1726, 1727, 1728]",6,complete
create_invoice,2020-01-02 08:46:44.650915,"[1184, 1182]",EMPTY,EMPTY,1,EMPTY,"[1729, 1730]",1,complete
create_invoice,2020-01-02 08:47:26.511380,[1201],EMPTY,EMPTY,16,EMPTY,[1731],2,complete
create_invoice,2020-01-02 08:49:32.092775,[1205],EMPTY,EMPTY,14,EMPTY,[1732],7,complete
pay_invoice,2020-01-02 08:50:13.953240,[1068],EMPTY,10,EMPTY,EMPTY,[1719],3,complete
lend_inventory,2020-01-02 08:50:13.953240,"[1138, 1163]","[56, 34, 107]",12,20,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-02 08:50:13.953240,[1096],"[57, 118]",69,7,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 08:50:13.953240,[1210],"[78, 79]",9,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 08:50:13.953240,[1209],"[44, 92]",34,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 08:50:13.953240,[1139],[76],47,20,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 08:50:13.953240,"[1064, 1094]",EMPTY,62,EMPTY,EMPTY,"[1724, 1728]",6,complete
return_inventory,2020-01-02 08:50:13.953240,"[1140, 1117]","[79, 78]",58,2,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 08:50:13.953240,"[1120, 1148]","[72, 45]",61,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 08:50:13.953240,[1208],"[73, 97]",13,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 08:50:13.953240,[1207],"[68, 21]",41,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 08:50:13.953240,[1083],"[40, 150]",65,2,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 08:50:13.953240,[1205],EMPTY,14,EMPTY,EMPTY,[1732],7,complete
pay_invoice,2020-01-02 08:50:13.953240,"[1162, 1150]",EMPTY,19,EMPTY,EMPTY,"[1638, 1673]",5,complete
cancel_inventory,2020-01-02 08:50:13.953240,[1103],[25],11,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 08:50:13.953240,[1110],[85],30,2,EMPTY,EMPTY,2,complete
confirm_invoice,2020-01-02 08:50:55.813705,"[1060, 1158, 1192, 1161, 1034, 1131, 1195, 1068, 1102, 1168, 1169, 1109, 1174, 1178, 1181]",EMPTY,EMPTY,19,EMPTY,"[1585, 1618, 1646, 1647, 1649, 1650, 1672, 1676, 1692, 1707, 1708, 1716, 1718, 1719, 1720]",3,complete
create_invoice,2020-01-02 08:51:37.674170,"[1196, 1198, 1200, 1202, 1206]",EMPTY,EMPTY,13,EMPTY,"[1733, 1734, 1735, 1736, 1737]",4,complete
inspect_inventories,2020-01-02 08:53:43.255565,"[968, 963, 1095]","[32, 117, 9, 165, 98, 149]",EMPTY,17,"[1321, 1322, 1323, 1324, 1326, 1327]",EMPTY,7,start
confirm_rental,2020-01-02 08:54:25.116030,"[1088, 1112, 1118, 1124, 1144, 1170, 1173, 1176]",EMPTY,EMPTY,2,EMPTY,EMPTY,1,complete
create_invoice,2020-01-02 08:54:43.255565,[968],EMPTY,EMPTY,11,EMPTY,[1738],7,complete
create_invoice,2020-01-02 08:55:06.976495,[1210],EMPTY,EMPTY,16,EMPTY,[1739],2,complete
cancel_inventory,2020-01-02 08:55:48.836960,[1105],[135],21,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 08:55:48.836960,[1215],"[83, 86]",11,EMPTY,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 08:55:48.836960,"[1129, 1066]","[23, 15, 26, 132]",34,6,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 08:55:48.836960,[1116],"[121, 52]",54,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 08:55:48.836960,[1214],[134],64,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 08:55:48.836960,"[1160, 1154]","[2, 86, 143]",39,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 08:55:48.836960,[1182],EMPTY,15,EMPTY,EMPTY,[1729],1,complete
pay_invoice,2020-01-02 08:55:48.836960,[1184],EMPTY,29,EMPTY,EMPTY,[1730],1,complete
create_rental,2020-01-02 08:55:48.836960,[1213],[122],38,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 08:55:48.836960,[1139],[76],47,5,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 08:55:48.836960,[1200],EMPTY,32,EMPTY,EMPTY,[1735],4,complete
create_rental,2020-01-02 08:55:48.836960,[1212],"[118, 55]",27,EMPTY,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-02 08:55:48.836960,[1112],[134],57,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 08:55:48.836960,"[1138, 1163]","[56, 34, 107]",12,5,EMPTY,EMPTY,5,complete
return_inventory,2020-01-02 08:55:48.836960,[1096],"[57, 118]",69,6,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 08:55:48.836960,[1211],"[148, 102]",10,EMPTY,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 08:55:48.836960,[1121],"[89, 5]",40,20,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 08:55:48.836960,"[1073, 1069]",EMPTY,55,EMPTY,EMPTY,"[1725, 1726]",6,complete
pay_invoice,2020-01-02 08:55:48.836960,"[1202, 1198]",EMPTY,53,EMPTY,EMPTY,"[1734, 1736]",4,complete
confirm_rental,2020-01-02 08:57:12.557890,"[1109, 1131, 1158, 1161, 1168, 1169, 1174, 1178, 1181, 1192, 1195]",EMPTY,EMPTY,15,EMPTY,EMPTY,3,complete
confirm_invoice,2020-01-02 08:57:54.418355,"[1184, 1177, 1182]",EMPTY,EMPTY,1,EMPTY,"[1678, 1729, 1730]",1,complete
create_invoice,2020-01-02 08:58:36.278820,"[1203, 1197]",EMPTY,EMPTY,20,EMPTY,"[1740, 1741]",5,complete
inspect_inventories,2020-01-02 08:59:18.139285,"[1160, 1154]","[2, 86, 143]",EMPTY,4,"[1372, 1373, 1374]",EMPTY,4,start
cancel_inventory,2020-01-02 09:01:23.720680,[1173],[129],43,EMPTY,EMPTY,EMPTY,1,complete
cancel_inventory,2020-01-02 09:01:23.720680,[1192],[33],38,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 09:01:23.720680,[1221],"[26, 132]",13,EMPTY,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-02 09:01:23.720680,[1131],[3],24,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 09:01:23.720680,[1222],"[57, 10]",76,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 09:01:23.720680,[1155],[19],23,2,EMPTY,EMPTY,2,complete
return_inventory,2020-01-02 09:01:23.720680,[1070],[1],44,2,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 09:01:23.720680,[1170],"[110, 30]",15,1,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-02 09:01:23.720680,[1124],"[160, 166]",22,5,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:01:23.720680,[1223],"[33, 111]",66,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:01:23.720680,[1203],EMPTY,47,EMPTY,EMPTY,[1741],5,complete
create_rental,2020-01-02 09:01:23.720680,[1220],[15],34,EMPTY,EMPTY,EMPTY,6,complete
cancel_inventory,2020-01-02 09:01:23.720680,[1178],[111],10,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 09:01:23.720680,[1219],"[2, 4]",74,EMPTY,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-02 09:01:23.720680,[1133],"[138, 131]",5,20,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:01:23.720680,[1216],[56],54,EMPTY,EMPTY,EMPTY,5,complete
lend_inventory,2020-01-02 09:01:23.720680,"[1168, 1181]","[42, 46, 108]",45,12,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 09:01:23.720680,"[1125, 1134]","[12, 84, 58, 163]",26,5,EMPTY,EMPTY,5,complete
pay_invoice,2020-01-02 09:01:23.720680,[1054],EMPTY,59,EMPTY,EMPTY,[1717],3,complete
lend_inventory,2020-01-02 09:01:23.720680,[1149],"[41, 74]",14,17,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 09:01:23.720680,[1132],EMPTY,52,EMPTY,EMPTY,[1721],3,complete
create_rental,2020-01-02 09:01:23.720680,[1217],"[107, 84]",61,EMPTY,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-02 09:01:23.720680,[1144],[153],57,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:01:23.720680,[1218],"[29, 143]",32,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 09:01:23.720680,"[1016, 1013, 1127]",EMPTY,77,EMPTY,EMPTY,"[1642, 1643, 1682]",7,complete
confirm_invoice,2020-01-02 09:03:29.302075,"[1186, 1162, 1194, 1164, 1203, 1150]",EMPTY,EMPTY,20,EMPTY,"[1638, 1673, 1675, 1694, 1709, 1741]",5,complete
create_invoice,2020-01-02 09:04:53.023005,"[1220, 1221, 1222, 1199, 1204, 1207, 1208, 1209, 1212]",EMPTY,EMPTY,9,EMPTY,"[1742, 1743, 1744, 1745, 1746, 1747, 1748, 1749, 1750]",6,complete
confirm_invoice,2020-01-02 09:05:34.883470,"[1152, 1185, 1188, 1127, 1159, 1130, 1166, 1104, 1171, 1013, 1205, 1111, 1016, 1175, 1183]",EMPTY,EMPTY,17,EMPTY,"[1642, 1643, 1679, 1681, 1682, 1683, 1685, 1687, 1688, 1689, 1690, 1700, 1701, 1702, 1732]",7,complete
create_rental,2020-01-02 09:06:58.604400,[1229],"[112, 19]",44,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-02 09:06:58.604400,[1124],"[160, 166]",22,1,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 09:06:58.604400,[1156],"[48, 65]",28,7,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:06:58.604400,[1232],"[34, 12]",5,EMPTY,EMPTY,EMPTY,5,complete
create_rental,2020-01-02 09:06:58.604400,[1230],"[48, 65]",56,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 09:06:58.604400,[1231],[25],53,EMPTY,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-02 09:06:58.604400,[1109],"[104, 53]",3,19,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:06:58.604400,"[1089, 1222]",EMPTY,76,EMPTY,EMPTY,"[1727, 1750]",6,complete
create_rental,2020-01-02 09:06:58.604400,[1228],"[126, 23]",34,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 09:06:58.604400,[1227],[58],47,EMPTY,EMPTY,EMPTY,5,complete
return_inventory,2020-01-02 09:06:58.604400,"[1120, 1148]","[72, 45]",61,5,EMPTY,EMPTY,5,complete
cancel_inventory,2020-01-02 09:06:58.604400,[1173],[54],43,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:06:58.604400,[1226],[135],14,EMPTY,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-02 09:06:58.604400,"[1161, 1169, 1131]","[141, 17, 157, 116, 61]",24,3,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:06:58.604400,[1165],EMPTY,51,EMPTY,EMPTY,[1695],2,complete
create_rental,2020-01-02 09:06:58.604400,[1225],"[153, 110]",78,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:06:58.604400,[1224],"[152, 3]",31,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 09:06:58.604400,[1170],"[110, 30]",15,1,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 09:06:58.604400,[1121],"[89, 5]",40,5,EMPTY,EMPTY,5,complete
confirm_rental,2020-01-02 09:07:40.464865,"[1177, 1182, 1184]",EMPTY,EMPTY,1,EMPTY,EMPTY,1,complete
inspect_inventories,2020-01-02 09:08:22.325330,"[1096, 1129, 1066]","[57, 118, 23, 15, 26, 132]",EMPTY,9,"[1369, 1370, 1375, 1376, 1377, 1378]",EMPTY,6,start
create_invoice,2020-01-02 09:09:22.325330,"[1129, 1066]",EMPTY,EMPTY,8,EMPTY,"[1751, 1752]",6,complete
create_invoice,2020-01-02 09:09:46.046260,"[1226, 1230]",EMPTY,EMPTY,14,EMPTY,"[1753, 1754]",7,complete
create_invoice,2020-01-02 09:10:27.906725,"[1218, 1219, 1231, 1215]",EMPTY,EMPTY,18,EMPTY,"[1755, 1756, 1757, 1758]",4,complete
pay_invoice,2020-01-02 09:12:33.488120,"[1128, 1219, 1135]",EMPTY,74,EMPTY,EMPTY,"[1713, 1714, 1757]",4,complete
create_rental,2020-01-02 09:12:33.488120,[1237],[147],55,EMPTY,EMPTY,EMPTY,6,complete
return_inventory,2020-01-02 09:12:33.488120,[1115],"[8, 70]",9,2,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 09:12:33.488120,[1174],"[128, 105]",17,10,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 09:12:33.488120,"[1207, 1199]",EMPTY,41,EMPTY,EMPTY,"[1742, 1744]",6,complete
return_inventory,2020-01-02 09:12:33.488120,[1109],"[104, 53]",3,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 09:12:33.488120,[1184],[20],29,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:12:33.488120,[1236],"[160, 129]",78,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:12:33.488120,[1235],"[1, 150]",51,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 09:12:33.488120,[1234],"[166, 30]",43,EMPTY,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-02 09:12:33.488120,"[1088, 1144, 1118]","[7, 24, 60, 154]",57,2,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 09:12:33.488120,"[1168, 1181]","[42, 46, 108]",45,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 09:12:33.488120,[1176],"[133, 22]",64,6,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-02 09:12:33.488120,[1177],"[82, 6]",1,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 09:12:33.488120,[1233],[49],67,EMPTY,EMPTY,EMPTY,4,complete
create_invoice,2020-01-02 09:13:15.348585,"[1235, 1229]",EMPTY,EMPTY,16,EMPTY,"[1759, 1760]",2,complete
confirm_invoice,2020-01-02 09:14:39.069515,"[1056, 1089, 1091, 1157, 1094, 1222, 1064, 1069, 1167, 1136, 1073, 1199, 1044, 1207, 1082, 1053]",EMPTY,EMPTY,9,EMPTY,"[1559, 1561, 1571, 1572, 1573, 1621, 1696, 1697, 1724, 1725, 1726, 1727, 1728, 1742, 1744, 1750]",6,complete
create_invoice,2020-01-02 09:16:02.790445,"[1224, 1211, 1213, 1223]",EMPTY,EMPTY,19,EMPTY,"[1761, 1762, 1763, 1764]",3,complete
inspect_inventories,2020-01-02 09:16:44.650910,"[1120, 1121, 1125, 1126, 1163, 973, 1134, 1138, 1139, 1148]","[136, 63, 161, 14, 56, 34, 107, 76, 12, 84, 58, 163, 72, 45, 89, 5]",EMPTY,20,"[1328, 1329, 1333, 1334, 1366, 1367, 1368, 1371, 1379, 1380, 1381, 1382, 1387, 1388, 1389, 1390]",EMPTY,5,start
create_invoice,2020-01-02 09:17:26.511375,"[1225, 1234, 1236, 1214]",EMPTY,EMPTY,1,EMPTY,"[1772, 1773, 1774, 1775]",1,complete
create_invoice,2020-01-02 09:17:44.650910,"[1121, 1125, 1163, 973, 1134, 1138, 1148]",EMPTY,EMPTY,20,EMPTY,"[1765, 1766, 1767, 1768, 1769, 1770, 1771]",5,complete
